title,artist,version,difficulty
ぱられる [EXH],"Music by akira asano feat.Tia, Vocal by みゅい",2,13
Liar World Monologue [NOV],"Music by ismK, Vocal by Kuroa*",2,4
Liar World Monologue [ADV],"Music by ismK, Vocal by Kuroa*",2,9
Liar World Monologue [EXH],"Music by ismK, Vocal by Kuroa*",2,16
Unlimited Field [NOV],"Music by 上村香月, Vocal by Kuroa*",2,5
Unlimited Field [ADV],"Music by 上村香月, Vocal by Kuroa*",2,11
Unlimited Field [EXH],"Music by 上村香月, Vocal by Kuroa*",2,15
冬に桜が咲くようなキセキ。 [NOV],"Music by nmk/佐原誠&kei_iwata, Vocal by SOPHY",2,4
冬に桜が咲くようなキセキ。 [ADV],"Music by nmk/佐原誠&kei_iwata, Vocal by SOPHY",2,9
冬に桜が咲くようなキセキ。 [EXH],"Music by nmk/佐原誠&kei_iwata, Vocal by SOPHY",2,15
REPLiCA [NOV],"Music by Hommarju, Vocal by ぁゅ",2,3
REPLiCA [ADV],"Music by Hommarju, Vocal by ぁゅ",2,8
REPLiCA [EXH],"Music by Hommarju, Vocal by ぁゅ",2,13
カレクレンマ [NOV],"Music by アサヒナユウ, Vocal by みかん汁",2,3
カレクレンマ [ADV],"Music by アサヒナユウ, Vocal by みかん汁",2,10
カレクレンマ [EXH],"Music by アサヒナユウ, Vocal by みかん汁",2,15
SPARKLING FANTASY [NOV],"Music by BlackY, Vocal by ぁゅ",2,4
SPARKLING FANTASY [ADV],"Music by BlackY, Vocal by ぁゅ",2,9
SPARKLING FANTASY [EXH],"Music by BlackY, Vocal by ぁゅ",2,13
mon$tage [NOV],"Music by Hommarju, Vocal by かぼちゃ",2,5
mon$tage [ADV],"Music by Hommarju, Vocal by かぼちゃ",2,11
mon$tage [EXH],"Music by Hommarju, Vocal by かぼちゃ",2,16
憂恋☆アクティベーション [NOV],u-z,2,5
憂恋☆アクティベーション [ADV],u-z,2,10
憂恋☆アクティベーション [EXH],u-z,2,16
City Edge [NOV],winddrums,2,3
City Edge [ADV],winddrums,2,8
City Edge [EXH],winddrums,2,13
second spring storm [NOV],Spacelectro,2,2
second spring storm [ADV],Spacelectro,2,7
second spring storm [EXH],Spacelectro,2,12
ドキドキ☆流星トラップガール!! [NOV],流星トラップボーイズ,2,3
ドキドキ☆流星トラップガール!! [ADV],流星トラップボーイズ,2,8
ドキドキ☆流星トラップガール!! [EXH],流星トラップボーイズ,2,13
Baby Sherry [NOV],ぺのれり,2,5
Baby Sherry [ADV],ぺのれり,2,11
Baby Sherry [EXH],ぺのれり,2,15
I love you even now [NOV],nana(Sevencolors),2,3
I love you even now [ADV],nana(Sevencolors),2,9
I love you even now [EXH],nana(Sevencolors),2,13
アルテミス [NOV],FILTER SYSTEM,2,3
アルテミス [ADV],FILTER SYSTEM,2,10
アルテミス [EXH],FILTER SYSTEM,2,13
VILE CAT [NOV],TAKU1175,2,5
VILE CAT [ADV],TAKU1175,2,11
VILE CAT [EXH],TAKU1175,2,18
shiny rainbow flower [NOV],C-YA,2,5
shiny rainbow flower [ADV],C-YA,2,10
shiny rainbow flower [EXH],C-YA,2,15
断片Story [NOV],Salk2d,2,4
断片Story [ADV],Salk2d,2,11
断片Story [EXH],Salk2d,2,16
始まりへと続く帰り道 [NOV],たちのん,2,2
始まりへと続く帰り道 [ADV],たちのん,2,7
始まりへと続く帰り道 [EXH],たちのん,2,12
further the future [NOV],上村香月,2,4
further the future [ADV],上村香月,2,8
further the future [EXH],上村香月,2,15
gigadelic -stance xxxx- [NOV],Hate,2,5
gigadelic -stance xxxx- [ADV],Hate,2,11
gigadelic -stance xxxx- [EXH],Hate,2,17
The Wind of Gold (folkcore remix) [NOV],borzy,2,4
The Wind of Gold (folkcore remix) [ADV],borzy,2,9
The Wind of Gold (folkcore remix) [EXH],borzy,2,14
FIRE FIRE -DARK BLAZE REMIX- [NOV],Yooh,2,6
FIRE FIRE -DARK BLAZE REMIX- [ADV],Yooh,2,13
FIRE FIRE -DARK BLAZE REMIX- [EXH],Yooh,2,17
Monkey Business (lapix Remix) [NOV],lapix,2,5
Monkey Business (lapix Remix) [ADV],lapix,2,10
Monkey Business (lapix Remix) [EXH],lapix,2,16
Wuv U -More2 HAPPY Re-Mix Special- [NOV],Yu_Asahina,2,5
Wuv U -More2 HAPPY Re-Mix Special- [ADV],Yu_Asahina,2,10
Wuv U -More2 HAPPY Re-Mix Special- [EXH],Yu_Asahina,2,15
Our Faith (Faithful MTL Remix) [NOV],DOUBLE HELIX,2,5
Our Faith (Faithful MTL Remix) [ADV],DOUBLE HELIX,2,11
Our Faith (Faithful MTL Remix) [EXH],DOUBLE HELIX,2,17
The Sampling Paradise (N-Driver Style) [NOV],N-Driver,2,5
The Sampling Paradise (N-Driver Style) [ADV],N-Driver,2,12
The Sampling Paradise (N-Driver Style) [EXH],N-Driver,2,16
Virtual Sunrise (xac remix) [NOV],xac,2,4
Virtual Sunrise (xac remix) [ADV],xac,2,10
Virtual Sunrise (xac remix) [EXH],xac,2,15
Pure Evil-Aya2g Drm'n Tech Rmx- [NOV],Ayatsugu_Otowa,2,6
Pure Evil-Aya2g Drm'n Tech Rmx- [ADV],Ayatsugu_Otowa,2,12
Pure Evil-Aya2g Drm'n Tech Rmx- [EXH],Ayatsugu_Otowa,2,17
Appliqué [NOV],モリモリあつし,2,5
Appliqué [ADV],モリモリあつし,2,11
Appliqué [EXH],モリモリあつし,2,16
Appliqué [GRV],モリモリあつし,2,17
Wish upon Twin Stars [NOV],xi,2,5
Wish upon Twin Stars [ADV],xi,2,11
Wish upon Twin Stars [EXH],xi,2,17
Wish upon Twin Stars [GRV],xi,2,18
Growth Memories [NOV],Hidra-Xjeil,2,6
Growth Memories [ADV],Hidra-Xjeil,2,12
Growth Memories [EXH],Hidra-Xjeil,2,18
Growth Memories [GRV],Hidra-Xjeil,2,19
CODE -CRiMSON- [NOV],Shiron,2,6
CODE -CRiMSON- [ADV],Shiron,2,12
CODE -CRiMSON- [EXH],Shiron,2,17
CODE -CRiMSON- [GRV],Shiron,2,18
はわわｗ！な展開っ！ [NOV],かねこちはる feat. 紫崎 雪,2,4
はわわｗ！な展開っ！ [ADV],かねこちはる feat. 紫崎 雪,2,11
はわわｗ！な展開っ！ [EXH],かねこちはる feat. 紫崎 雪,2,15
はわわｗ！な展開っ！ [GRV],かねこちはる feat. 紫崎 雪,2,16
VALLIS-NERIA [NOV],DJ YOSHITAKA,2,6
VALLIS-NERIA [ADV],DJ YOSHITAKA,2,11
VALLIS-NERIA [EXH],DJ YOSHITAKA,2,18
I'm so Happy [NOV],Ryu☆,2,4
I'm so Happy [ADV],Ryu☆,2,9
I'm so Happy [EXH],Ryu☆,2,16
BabeL ～Next Story～ [NOV],Power Of Nature,2,5
BabeL ～Next Story～ [ADV],Power Of Nature,2,10
BabeL ～Next Story～ [EXH],Power Of Nature,2,17
恋はどう？モロ◎波動OK☆方程式!!	 [NOV],あべにゅうぷろじぇくと feat. 佐倉紗織 produced by ave;new,2,3
恋はどう？モロ◎波動OK☆方程式!!	 [ADV],あべにゅうぷろじぇくと feat. 佐倉紗織 produced by ave;new,2,9
恋はどう？モロ◎波動OK☆方程式!!	 [EXH],あべにゅうぷろじぇくと feat. 佐倉紗織 produced by ave;new,2,15
Playing With Fire [NOV],kors k,2,5
Playing With Fire [ADV],kors k,2,10
Playing With Fire [EXH],kors k,2,16
8 -eight- [NOV],Tom-H@ck feat.Nadia,2,5
8 -eight- [ADV],Tom-H@ck feat.Nadia,2,10
8 -eight- [EXH],Tom-H@ck feat.Nadia,2,16
True Blue [NOV],dj TAKA feat.AiMEE,2,5
True Blue [ADV],dj TAKA feat.AiMEE,2,11
True Blue [EXH],dj TAKA feat.AiMEE,2,17
Sakura Mirage [NOV],Ryu☆,2,6
Sakura Mirage [ADV],Ryu☆,2,12
Sakura Mirage [EXH],Ryu☆,2,17
INSECTICIDE [NOV],Camellia,2,6
INSECTICIDE [ADV],Camellia,2,12
INSECTICIDE [EXH],Camellia,2,18
INSECTICIDE [HVN],Camellia,2,19
朱と碧のランページ [NOV],NU-KO,2,5
朱と碧のランページ [ADV],NU-KO,2,13
朱と碧のランページ [EXH],NU-KO,2,17
打打打打打打打打打打 [NOV],ヒゲドライバー join. SELEN,2,6
打打打打打打打打打打 [ADV],ヒゲドライバー join. SELEN,2,11
打打打打打打打打打打 [EXH],ヒゲドライバー join. SELEN,2,15
打打打打打打打打打打 [INF],ヒゲドライバー join. SELEN,2,17
Stella Sinistra [NOV],Akhuta Philharmonic Orchestra,2,5
Stella Sinistra [ADV],Akhuta Philharmonic Orchestra,2,11
Stella Sinistra [EXH],Akhuta Philharmonic Orchestra,2,16
HYENA [NOV],Hommarju,2,5
HYENA [ADV],Hommarju,2,12
HYENA [EXH],Hommarju,2,17
PUNISHER [NOV],TAG×PON,2,4
PUNISHER [ADV],TAG×PON,2,10
PUNISHER [EXH],TAG×PON,2,16
マインド・ゲーム [NOV],96 with メカショッチョー,2,4
マインド・ゲーム [ADV],96 with メカショッチョー,2,9
マインド・ゲーム [EXH],96 with メカショッチョー,2,14
Squeeze [NOV],VENUS feat. Mutsuhiko Izumi,2,5
Squeeze [ADV],VENUS feat. Mutsuhiko Izumi,2,12
Squeeze [EXH],VENUS feat. Mutsuhiko Izumi,2,16
デッドボヲルdeホームラン [NOV],猫叉Masterβ2,2,3
デッドボヲルdeホームラン [ADV],猫叉Masterβ2,2,9
デッドボヲルdeホームラン [EXH],猫叉Masterβ2,2,15
轟け！恋のビーンボール！！ [NOV],ダイナミック野球兄弟 v.s. クロスファイヤーPrim,2,5
轟け！恋のビーンボール！！ [ADV],ダイナミック野球兄弟 v.s. クロスファイヤーPrim,2,11
轟け！恋のビーンボール！！ [EXH],ダイナミック野球兄弟 v.s. クロスファイヤーPrim,2,17
野球の遊び方 そしてその歴史 ～決定版～ [NOV],あさき大監督,2,3
野球の遊び方 そしてその歴史 ～決定版～ [ADV],あさき大監督,2,11
野球の遊び方 そしてその歴史 ～決定版～ [EXH],あさき大監督,2,13
Engraved Mark [NOV],Ryu☆ ∞ Des-ROW,2,5
Engraved Mark [ADV],Ryu☆ ∞ Des-ROW,2,11
Engraved Mark [EXH],Ryu☆ ∞ Des-ROW,2,16
IX [NOV],dj TAKA VS DJ TOTTO feat.藍,2,6
IX [ADV],dj TAKA VS DJ TOTTO feat.藍,2,12
IX [EXH],dj TAKA VS DJ TOTTO feat.藍,2,17
Idola [NOV],iconoclasm feat.GUMI,2,6
Idola [ADV],iconoclasm feat.GUMI,2,12
Idola [EXH],iconoclasm feat.GUMI,2,17
Idola [HVN],iconoclasm feat.GUMI,2,18
幻想系世界修復少女 [NOV],Last Note.,2,5
幻想系世界修復少女 [ADV],Last Note.,2,11
幻想系世界修復少女[EXH],Last Note.,2,15
幻想系世界修復少女 [HVN],Last Note.,2,17
バンブーソード・ガール [NOV],cosMo@暴走P,2,6
バンブーソード・ガール [ADV],cosMo@暴走P,2,12
バンブーソード・ガール [EXH],cosMo@暴走P,2,17
バンブーソード・ガール [HVN],cosMo@暴走P,2,19
御千手メディテーション [NOV],昇天家族,2,6
御千手メディテーション [ADV],昇天家族,2,12
御千手メディテーション [EXH],昇天家族,2,15
御千手メディテーション [INF],昇天家族,2,17
KHAMEN BREAK [NOV],くふおー,2,5
KHAMEN BREAK [ADV],くふおー,2,12
KHAMEN BREAK [EXH],くふおー,2,16
KHAMEN BREAK [INF],くふおー,2,16
Cleopatrysm [NOV],ピラミッ℃,2,6
Cleopatrysm [ADV],ピラミッ℃,2,12
Cleopatrysm [EXH],ピラミッ℃,2,15
Cleopatrysm [INF],ピラミッ℃,2,16
つぶやき魔法少女りむる [NOV],DJ SHARPNEL feat. みらい,2,5
つぶやき魔法少女りむる [ADV],DJ SHARPNEL feat. みらい,2,10
つぶやき魔法少女りむる [EXH],DJ SHARPNEL feat. みらい,2,16
Virtual Sunrise [NOV],kors k,2,4
Virtual Sunrise [ADV],kors k,2,10
Virtual Sunrise [EXH],kors k,2,15
Pure Evil [NOV],kors k,2,5
Pure Evil [ADV],kors k,2,12
Pure Evil [EXH],kors k,2,17
ミライプリズム [NOV],ここなつ,2,4
ミライプリズム [ADV],ここなつ,2,8
ミライプリズム [EXH],ここなつ,2,11
ミライプリズム [INF],ここなつ,2,15
キミヱゴサーチ [NOV],ここなつ,2,3
キミヱゴサーチ [ADV],ここなつ,2,8
キミヱゴサーチ [EXH],ここなつ,2,11
キミヱゴサーチ [INF],ここなつ,2,16
アノ華咲クヤ [NOV],幽閉サテライト with 岸田教団&THE明星ロケッツ feat.ichigo & senya,2,3
アノ華咲クヤ [ADV],幽閉サテライト with 岸田教団&THE明星ロケッツ feat.ichigo & senya,2,11
アノ華咲クヤ [EXH],幽閉サテライト with 岸田教団&THE明星ロケッツ feat.ichigo & senya,2,14
エピクロスの虹はもう見えない [NOV],SYNC.ART'S feat.美里,2,1
エピクロスの虹はもう見えない [ADV],SYNC.ART'S feat.美里,2,7
エピクロスの虹はもう見えない [EXH],SYNC.ART'S feat.美里,2,12
神々の祈り [NOV],舞風(MAIKAZE)/沙紗飛鳥,2,1
神々の祈り [ADV],舞風(MAIKAZE)/沙紗飛鳥,2,7
神々の祈り [EXH],舞風(MAIKAZE)/沙紗飛鳥,2,10
げきオコスティックファイナリアリティぷんぷんマスタースパーク [NOV],ARM(IOSYS) feat.ビートまりお(COOL&CREATE),2,3
げきオコスティックファイナリアリティぷんぷんマスタースパーク [ADV],ARM(IOSYS) feat.ビートまりお(COOL&CREATE),2,11
げきオコスティックファイナリアリティぷんぷんマスタースパーク [EXH],ARM(IOSYS) feat.ビートまりお(COOL&CREATE),2,14
SCAPEGOAT BOY - SDVX Edit. - [NOV],SOUND HOLIC feat. Nana Takahashi,2,2
SCAPEGOAT BOY - SDVX Edit. - [ADV],SOUND HOLIC feat. Nana Takahashi,2,8
SCAPEGOAT BOY - SDVX Edit. - [EXH],SOUND HOLIC feat. Nana Takahashi,2,14
星霜輪廻～Repeat～ [NOV],EastNewSound feat.茶太,2,2
星霜輪廻～Repeat～ [ADV],EastNewSound feat.茶太,2,8
星霜輪廻～Repeat～ [EXH],EastNewSound feat.茶太,2,13
蒼空に舞え、墨染の桜 [NOV],さゆり(Silver Forest),2,1
蒼空に舞え、墨染の桜 [ADV],さゆり(Silver Forest),2,6
蒼空に舞え、墨染の桜 [EXH],さゆり(Silver Forest),2,11
東方妖々夢～the maximum moving about～ [NOV],石鹸屋,2,2
東方妖々夢～the maximum moving about～ [ADV],石鹸屋,2,8
東方妖々夢～the maximum moving about～ [EXH],石鹸屋,2,13
待チ人ハ来ズ。 [NOV],豚乙女,2,3
待チ人ハ来ズ。 [ADV],豚乙女,2,7
待チ人ハ来ズ。 [EXH],豚乙女,2,12
Antinomie (SDVX EDIT) [NOV],void(IOSYS) feat. 厚志(石鹸屋),2,5
Antinomie (SDVX EDIT) [ADV],void(IOSYS) feat. 厚志(石鹸屋),2,10
Antinomie (SDVX EDIT) [EXH],void(IOSYS) feat. 厚志(石鹸屋),2,13
Keep Going! [NOV],REDALiCE feat. 野宮あゆみ,2,3
Keep Going! [ADV],REDALiCE feat. 野宮あゆみ,2,9
Keep Going! [EXH],REDALiCE feat. 野宮あゆみ,2,13
天狗の落とし文 feat.ytr [NOV],魂音泉,2,2
天狗の落とし文 feat.ytr [ADV],魂音泉,2,9
天狗の落とし文 feat.ytr [EXH],魂音泉,2,13
Two Fates [NOV],発熱巫女～ず,2,2
Two Fates [ADV],発熱巫女～ず,2,6
Two Fates [EXH],発熱巫女～ず,2,11
Power of Battle (SDVX EDIT) [NOV],RoughSketch vs REDALiCE feat.イザベル,2,4
Power of Battle (SDVX EDIT) [ADV],RoughSketch vs REDALiCE feat.イザベル,2,10
Power of Battle (SDVX EDIT) [EXH],RoughSketch vs REDALiCE feat.イザベル,2,13
魔境堕天録サリエル [NOV],Unlucky Morpheus,2,3
魔境堕天録サリエル [ADV],Unlucky Morpheus,2,9
魔境堕天録サリエル [EXH],Unlucky Morpheus,2,14
魔境堕天録サリエル [HVN],Unlucky Morpheus,2,18
ウサテイ [NOV],あまね＋ビートまりお(COOL&CREATE),2,4
ウサテイ [ADV],あまね＋ビートまりお(COOL&CREATE),2,8
ウサテイ [EXH],あまね＋ビートまりお(COOL&CREATE),2,15
Starlight Vision [NOV],矢鴇つかさ(SoundOnline) feat. 三澤秋,2,2
Starlight Vision [ADV],矢鴇つかさ(SoundOnline) feat. 三澤秋,2,7
Starlight Vision [EXH],矢鴇つかさ(SoundOnline) feat. 三澤秋,2,12
最終鬼畜妹フランドール・S [NOV],ビートまりお(COOL&CREATE),2,5
最終鬼畜妹フランドール・S [ADV],ビートまりお(COOL&CREATE),2,12
最終鬼畜妹フランドール・S [EXH],ビートまりお(COOL&CREATE),2,16
最終鬼畜妹フランドール・S [GRV],ビートまりお(COOL&CREATE),2,18
Shiny Up! [NOV],C-CLAYS,2,2
Shiny Up! [ADV],C-CLAYS,2,7
Shiny Up! [EXH],C-CLAYS,2,12
Hail Storm [NOV],FELT,2,2
Hail Storm [ADV],FELT,2,7
Hail Storm [EXH],FELT,2,12
信仰は儚き人間の為に ～ Arr.Demetori [NOV],Demetori,2,5
信仰は儚き人間の為に ～ Arr.Demetori [ADV],Demetori,2,11
信仰は儚き人間の為に ～ Arr.Demetori [EXH],Demetori,2,17
竹取飛翔 [NOV],岸田教団&THE 明星ロケッツ,2,3
竹取飛翔 [ADV],岸田教団&THE 明星ロケッツ,2,9
竹取飛翔 [EXH],岸田教団&THE 明星ロケッツ,2,15
竹取飛翔 [HVN],岸田教団&THE 明星ロケッツ,2,17
NEXT BILLIONAIRE [NOV],SOUND HOLIC feat. Nana Takahashi,2,4
NEXT BILLIONAIRE [ADV],SOUND HOLIC feat. Nana Takahashi,2,10
NEXT BILLIONAIRE [EXH],SOUND HOLIC feat. Nana Takahashi,2,15
Phantasm Brigade [NOV],Silver Forest,2,2
Phantasm Brigade [ADV],Silver Forest,2,8
Phantasm Brigade [EXH],Silver Forest,2,13
夕立、君と隠れ処 [NOV],幽閉サテライト (Arranged:Iceon) feat. senya,2,2
夕立、君と隠れ処 [ADV],幽閉サテライト (Arranged:Iceon) feat. senya,2,9
夕立、君と隠れ処 [EXH],幽閉サテライト (Arranged:Iceon) feat. senya,2,13
患部で止まってすぐ溶ける ～ 狂気の優曇華院 [NOV],ARM(IOSYS),2,5
患部で止まってすぐ溶ける ～ 狂気の優曇華院 [ADV],ARM(IOSYS),2,10
患部で止まってすぐ溶ける ～ 狂気の優曇華院 [EXH],ARM(IOSYS),2,15
患部で止まってすぐ溶ける ～ 狂気の優曇華院 [INF],ARM(IOSYS),2,17
ってゐ！ ～えいえんてゐVer～ [NOV],石鹸屋,2,3
ってゐ！ ～えいえんてゐVer～ [ADV],石鹸屋,2,8
ってゐ！ ～えいえんてゐVer～ [EXH],石鹸屋,2,12
ってゐ！ ～えいえんてゐVer～ [INF],石鹸屋,2,15
Mami Mami Zone [NOV],REDALiCE feat. 野宮あゆみ,2,4
Mami Mami Zone [ADV],REDALiCE feat. 野宮あゆみ,2,10
Mami Mami Zone [EXH],REDALiCE feat. 野宮あゆみ,2,16
八雲藍の唯心論 [NOV],君の美術館,2,3
八雲藍の唯心論 [ADV],君の美術館,2,9
八雲藍の唯心論 [EXH],君の美術館,2,14
Get out of my sight [NOV],void(IOSYS) feat. 厚志(石鹸屋)&周平(Silently Shooting Traitors),2,4
Get out of my sight [ADV],void(IOSYS) feat. 厚志(石鹸屋)&周平(Silently Shooting Traitors),2,11
Get out of my sight [EXH],void(IOSYS) feat. 厚志(石鹸屋)&周平(Silently Shooting Traitors),2,15
SPARKING 2012 [NOV],IRON ATTACK!,2,4
SPARKING 2012 [ADV],IRON ATTACK!,2,10
SPARKING 2012 [EXH],IRON ATTACK!,2,15
ゼンマイ恋時計(T.E.B Summer Mix) [NOV],A-One,2,4
ゼンマイ恋時計(T.E.B Summer Mix) [ADV],A-One,2,11
ゼンマイ恋時計(T.E.B Summer Mix) [EXH],A-One,2,15
＃FairyJoke #SDVX_Edit [NOV],uno(IOSYS),2,3
＃FairyJoke #SDVX_Edit [ADV],uno(IOSYS),2,11
＃FairyJoke #SDVX_Edit [EXH],uno(IOSYS),2,17
マスパでシュッ☆メイドウィッチまりさちゃん [NOV],ARM(IOSYS) feat. 桃井はるこ,2,3
マスパでシュッ☆メイドウィッチまりさちゃん [ADV],ARM(IOSYS) feat. 桃井はるこ,2,9
マスパでシュッ☆メイドウィッチまりさちゃん [EXH],ARM(IOSYS) feat. 桃井はるこ,2,13
Lemures Prelude [NOV],EastNewSound,2,3
Lemures Prelude [ADV],EastNewSound,2,9
Lemures Prelude [EXH],EastNewSound,2,14
コミカルなミシャグジとラジエーション(PUNK IT ver.) [NOV],void & ARM feat. ななひら & ちよこ,2,4
コミカルなミシャグジとラジエーション(PUNK IT ver.) [ADV],void & ARM feat. ななひら & ちよこ,2,10
コミカルなミシャグジとラジエーション(PUNK IT ver.) [EXH],void & ARM feat. ななひら & ちよこ,2,15
最果てのコトバ [NOV],幽閉サテライト(Arranged:Iceon) feat. senya,2,2
最果てのコトバ [ADV],幽閉サテライト(Arranged:Iceon) feat. senya,2,8
最果てのコトバ [EXH],幽閉サテライト(Arranged:Iceon) feat. senya,2,12
sweet dream [NOV],平茸＋夕野ヨシミ＋山本椛,2,2
sweet dream [ADV],平茸＋夕野ヨシミ＋山本椛,2,9
sweet dream [EXH],平茸＋夕野ヨシミ＋山本椛,2,13
Venona [NOV],DOUBLE HELIX【たちのん&零-zero-】,2,3
Venona [ADV],DOUBLE HELIX【たちのん&零-zero-】,2,10
Venona [EXH],DOUBLE HELIX【たちのん&零-zero-】,2,15
Silver Impact [NOV],Arch,2,4
Silver Impact [ADV],Arch,2,8
Silver Impact [EXH],Arch,2,13
Cirno Break [NOV],さわわ,2,5
Cirno Break [ADV],さわわ,2,10
Cirno Break [EXH],さわわ,2,16
＃Fairy_dancing_in_lake [NOV],uno(IOSYS),2,3
＃Fairy_dancing_in_lake [ADV],uno(IOSYS),2,11
＃Fairy_dancing_in_lake [EXH],uno(IOSYS),2,16
＃Fairy_dancing_in_lake [VVD],uno(IOSYS),2,18
モモンが門番ばんっ☆ [NOV],ねこみりん feat.みゆ,2,5
モモンが門番ばんっ☆ [ADV],ねこみりん feat.みゆ,2,9
モモンが門番ばんっ☆ [EXH],ねこみりん feat.みゆ,2,15
U.N.オーエンは彼女なのか？(TO-HOlic mix) [NOV],C-Show,2,5
U.N.オーエンは彼女なのか？(TO-HOlic mix) [ADV],C-Show,2,11
U.N.オーエンは彼女なのか？(TO-HOlic mix) [EXH],C-Show,2,16
愛くるしフール -Not EASY!!- [NOV],2ボス如きに負けるかぼちゃではなｙうわー,2,4
愛くるしフール -Not EASY!!- [ADV],2ボス如きに負けるかぼちゃではなｙうわー,2,10
愛くるしフール -Not EASY!!- [EXH],2ボス如きに負けるかぼちゃではなｙうわー,2,15
赤より紅い夢 -lucid dream Mix- [NOV],くるぶっこちゃん,2,3
赤より紅い夢 -lucid dream Mix- [ADV],くるぶっこちゃん,2,9
赤より紅い夢 -lucid dream Mix- [EXH],くるぶっこちゃん,2,13
太陽はやめて！ぼくらのスカーレット警察 [NOV],七条レタスグループ starring ココ,2,3
太陽はやめて！ぼくらのスカーレット警察 [ADV],七条レタスグループ starring ココ,2,8
太陽はやめて！ぼくらのスカーレット警察 [EXH],七条レタスグループ starring ココ,2,13
U.N. Owen was her? (Hyuji Remix) [NOV],Hyuji,2,4
U.N. Owen was her? (Hyuji Remix) [ADV],Hyuji,2,9
U.N. Owen was her? (Hyuji Remix) [EXH],Hyuji,2,13
Lunartic Dial [NOV],Shiron,2,4
Lunartic Dial [ADV],Shiron,2,10
Lunartic Dial [EXH],Shiron,2,16
Over the Starlit sky [NOV],MUZIK SERVANT feat.CHERICa,2,4
Over the Starlit sky [ADV],MUZIK SERVANT feat.CHERICa,2,9
Over the Starlit sky [EXH],MUZIK SERVANT feat.CHERICa,2,15
Darkness Pleasure [NOV],Hull feat.℃iel,2,2
Darkness Pleasure [ADV],Hull feat.℃iel,2,7
Darkness Pleasure [EXH],Hull feat.℃iel,2,12
魔法少女達の百年祭(masty core remix) [NOV],masty,2,4
魔法少女達の百年祭(masty core remix) [ADV],masty,2,10
魔法少女達の百年祭(masty core remix) [EXH],masty,2,15
赤より紅い夢-Aya2g Tech Dance Remix- [NOV],Ayatsugu_Otowa,2,4
赤より紅い夢-Aya2g Tech Dance Remix- [ADV],Ayatsugu_Otowa,2,9
赤より紅い夢-Aya2g Tech Dance Remix- [EXH],Ayatsugu_Otowa,2,16
Indomitable Spirit [NOV],Tracy feat.ほたる,2,3
Indomitable Spirit [ADV],Tracy feat.ほたる,2,8
Indomitable Spirit [EXH],Tracy feat.ほたる,2,13
Catadioptric [NOV],Jerico,2,3
Catadioptric [ADV],Jerico,2,7
Catadioptric [EXH],Jerico,2,13
夢の空、約束の場所 [NOV],Illusion Sonic,2,2
夢の空、約束の場所 [ADV],Illusion Sonic,2,7
夢の空、約束の場所 [EXH],Illusion Sonic,2,11
ワヴル魔法図書館 [NOV],wobble magic library,2,5
ワヴル魔法図書館 [ADV],wobble magic library,2,10
ワヴル魔法図書館 [EXH],wobble magic library,2,15
"Electric ""Sister"" Bitch [NOV]",t+pazolite,2,4
"Electric ""Sister"" Bitch [ADV]",t+pazolite,2,10
"Electric ""Sister"" Bitch [EXH]",t+pazolite,2,16
桜華月想-SDVX EDIT- [NOV],源屋 feat. 3L,2,2
桜華月想-SDVX EDIT- [ADV],源屋 feat. 3L,2,8
桜華月想-SDVX EDIT- [EXH],源屋 feat. 3L,2,12
やばいつよくてあたまいいあたいのうた [NOV],Shiron feat. Kuroa*,2,5
やばいつよくてあたまいいあたいのうた [ADV],Shiron feat. Kuroa*,2,10
やばいつよくてあたまいいあたいのうた [EXH],Shiron feat. Kuroa*,2,15
We Are The Scarlet (SDVX Edit) [NOV],天音 (Rolling Contact),2,4
We Are The Scarlet (SDVX Edit) [ADV],天音 (Rolling Contact),2,10
We Are The Scarlet (SDVX Edit) [EXH],天音 (Rolling Contact),2,15
Devotion [NOV],天音 (Rolling Contact),2,3
Devotion [ADV],天音 (Rolling Contact),2,8
Devotion [EXH],天音 (Rolling Contact),2,12
ルーネイトエルフ(Riz Mix) [NOV],Riz,2,3
ルーネイトエルフ(Riz Mix) [ADV],Riz,2,10
ルーネイトエルフ(Riz Mix) [EXH],Riz,2,14
おお われら喜び讃うべし、主よ [NOV],すのうまん,2,4
おお われら喜び讃うべし、主よ [ADV],すのうまん,2,10
おお われら喜び讃うべし、主よ [EXH],すのうまん,2,16
おお われら喜び讃うべし、主よ [VVD],すのうまん,2,18
上海紅茶館 ～ Chinese Tea Orchid Remix [NOV],Yooh,2,5
上海紅茶館 ～ Chinese Tea Orchid Remix [ADV],Yooh,2,10
上海紅茶館 ～ Chinese Tea Orchid Remix [EXH],Yooh,2,16
上海紅茶館 ～ Chinese Tea Orchid Remix [VVD],Yooh,2,18
U.N.オーエンは彼女なのか？haru_naba Remix [NOV],はるなば,2,5
U.N.オーエンは彼女なのか？haru_naba Remix [ADV],はるなば,2,11
U.N.オーエンは彼女なのか？haru_naba Remix [EXH],はるなば,2,17
Lunatic Rough Party!! [NOV],かめりあ,2,4
Lunatic Rough Party!! [ADV],かめりあ,2,10
Lunatic Rough Party!! [EXH],かめりあ,2,15
WAVE WAVE WAVE [NOV],ZYTOKINE feat. itori,2,3
WAVE WAVE WAVE [ADV],ZYTOKINE feat. itori,2,10
WAVE WAVE WAVE [EXH],ZYTOKINE feat. itori,2,13
KiLLeR MeRMaiD [NOV],QURELESS,2,6
